"Story","Title","Result","Date","Stability","Duration (s)"
"As a user i have be able to register new account so that i can login to buy product","User not able to register with existing data register","SUCCESS","2023-05-08T15:59:32.5350136+07:00[Asia/Jakarta]","0.0","27.42"
