"Story","Title","Result","Date","Stability","Duration (s)"
"As a user i have be able choose product and  fill my cart","User able to add some product to cart","SUCCESS","2023-05-08T15:56:58.6969449+07:00[Asia/Jakarta]","0.0","28.42"
